StockCode,Description,Quantity,TotalAmount,InvoiceNo,AvgOrderValue
21268,Vintage Blue Tinsel Reel,2,0.84,1,0.84
21269,Antique Cream Cutlery Shelf,28,238.0,18,13.22
21270,Antique Cream Cutlery Cupboard,14,178.5,13,13.73
21272,Salle De Bain Hook,503,660.07,60,11.0
21275,Zinc Top  2 Door Wooden Shelf,10,169.5,9,18.83
21277,French Style Embossed Heart Cabinet,23,485.9,20,24.3
21278,Vintage Kitchen Print Puddings,43,109.65,7,15.66
21279,Vintage Kitchen Print Fruits,65,165.75,12,13.81
21280,Vintage Kitchen Print Vegetables,65,165.75,12,13.81
21281,Vintage Kitchen Print Seafood,35,89.25,6,14.88
21284,Retrospot Candle  Small,385,313.53,25,12.54
21285,Retrospot Candle  Medium,350,357.62,33,10.84
21286,Retrospot Candle  Large,255,279.37,18,15.52
21287,Scented Velvet Lounge Candle,1788,755.13,54,13.98
21288,Stripey Chocolate Nesting Boxes,256,716.8,40,17.92
21289,Large Stripes Chocolate Gift Bag,443,553.75,19,29.14
21291,Small Polkadot Chocolate Gift Bag,920,782.0,40,19.55
21292,Small Stripes Chocolate Gift Bag,865,591.25,26,22.74
21293,Mirrored Dove Wall Decoration,101,214.13,18,11.9
21294,Etched Glass Coaster,1536,722.88,58,12.46
21306,Set/4 Daisy Mirror Magnets,487,166.57,36,4.63
21307,Set/4 Butterfly Mirror Magnets,79,39.2,13,3.02
21310,Capiz Chandelier,1,29.95,1,29.95
21311,Set/4 Bird Mirror Magnets,478,165.77,44,3.77
21313,Glass Heart T-Light Holder,2843,2110.46,129,16.36
21314,Small Glass Heart Trinket Pot,3670,7412.56,342,21.67
21316,Small Chunky Glass Roman  Bowl,149,156.59,9,17.4
21317,Glass Sphere Candle Stand Medium,96,516.2,26,19.85
21318,Glass Chalice Blue Small,680,372.3,40,9.31
21319,Glass Chalice Green  Small,147,129.51,12,10.79
21320,Glass Chalice Green  Large,186,309.66,11,28.15
21324,Hanging Medina Lantern Small,69,203.55,20,10.18
21326,Aged Glass Silver T-Light Holder,10088,6083.2,277,21.96
21327,Skulls Writing Set,538,887.7,145,6.12
21328,Balloons  Writing Set,760,1262.2,187,6.75
21329,Dinosaurs  Writing Set,589,980.05,168,5.83
21331,Moroccan Beaten Metal Dish Large,11,140.25,7,20.04
21332,Moroccan Beaten Metal Mirror,14,143.3,8,17.91
21333,Classic White Frame,55,162.25,15,10.82
21336,Gold Washbag,8,23.6,3,7.87
21340,Classic Metal Birdcage Plant Holder,928,10161.41,260,39.08
21344,Moroccan Beaten Metal Dish,14,139.3,5,27.86
21348,Pink Spots Chocolate Nesting Boxes,139,355.65,5,71.13
21349,Ivy Heart Wreath,12,81.0,7,11.57
21351,Cinammon & Orange Wreath,101,654.55,31,21.11
21352,Eucalyptus & Pinecone  Wreath,311,1118.65,37,30.23
21354,Toast Its - Best Mum,753,888.45,68,13.07
21355,Toast Its - I Love You,777,961.65,107,8.99
21356,Toast Its - Fairy Flower,304,363.15,53,6.85
21357,Toast Its - Dinosaur,19,23.75,10,2.38
21358,Toast Its - Happy Birthday,328,410.0,59,6.95
21359,Relax Large Wood Letters,127,759.65,26,29.22
21360,Joy Large Wood Letters,37,194.15,14,13.87
21361,Love Large Wood Letters,91,1127.85,54,20.89
21363,Home Small Wood Letters,209,1034.55,90,11.5
21364,Peace Small Wood Letters,25,168.75,21,8.04
21365,Mirrored Wall Art Stars,348,360.0,42,8.57
21366,Mirrored Wall Art Photo Frames,24,102.0,10,10.2
21367,Mirrored Wall Art Gents,163,159.51,35,4.56
21368,Mirrored Wall Art Ladies,161,129.15,30,4.31
21369,Mirrored Wall Art Splodges,98,142.5,13,10.96
21370,Mirrored Wall Art Foxy,15,88.2,8,11.02
21371,Mirrored Wall Art Poppies,275,274.65,32,8.58
21372,Mirrored Wall Art Table Lamp,67,75.73,25,3.03
21373,Mirrored Wall Art Snowflakes,507,380.25,45,8.45
21374,Mirrored Wall Art Skulls,294,400.0,40,10.0
21375,Large Camphor Wood Field Mushroom,24,109.8,10,10.98
21376,Large  Tall Camphor Wood Toadstool,33,154.65,13,11.9
21377,Small Camphor Wood Field  Mushroom,93,123.21,19,6.48
21378,Small Tall Camphor Wood Toadstool,129,175.05,22,7.96
21379,Camphor Wood Portobello Mushroom,147,163.11,23,7.09
21380,Wooden Happy Birthday Garland,2093,5910.15,232,25.47
21381,Mini Wooden Happy Birthday Garland,1699,2733.07,138,19.8
21382,Set/4 Spring Flower Decoration,1045,1164.35,93,12.52
21383,Pack Of 12 Sticky Bunnies,772,501.8,77,6.52
21385,Ivory Hanging Decoration  Heart,3564,2957.64,205,14.43
21386,Ivory Hanging Decoration  Egg,713,257.57,46,5.6
21389,Ivory Hanging Decoration  Bird,1018,865.3,94,9.21
21390,Filigris Heart With Butterfly,3781,4544.13,174,26.12
21391,French Lavender Scent Heart,975,855.45,75,11.41
21392,Red Polkadot Pudding Bowl,32,38.13,6,6.36
21393,Blue Polkadot Pudding Bowl,29,38.67,7,5.52
21394,Red Polkadot Beaker,3822,1538.62,114,13.5
21395,Blue Polkadot Beaker,2812,1096.68,78,14.06
21397,Blue Polkadot Egg Cup,1016,445.26,44,10.12
21398,Red Polkadot Coffee  Mug,1499,642.75,49,13.12
21399,Blue Polkadot Coffee Mug,2047,830.82,62,13.4
21400,Red Pudding Spoon,837,109.74,48,2.29
21401,Blue Pudding Spoon,1010,132.3,58,2.28
21402,Red  Egg  Spoon,1290,155.4,61,2.55
21403,Blue Egg  Spoon,1718,258.72,71,3.64
21407,Brown Check Cat Doorstop,233,965.0,94,10.27
21408,Spotty Pink Duck Doorstop,225,764.91,65,11.77
21411,Gingham Heart  Doorstop Red,722,2391.46,185,12.93
21413,Periwinkle T-Light Holder,36,45.0,10,4.5
21414,Scallop Shell Soap Dish,1,2.1,1,2.1
21415,Clam Shell Small,206,384.13,30,12.8
21416,Clam Shell Large,5,18.75,4,4.69
21417,Cockle Shell Dish,289,420.88,32,13.15
21418,Starfish Soap Dish,59,115.25,12,9.6
21420,Oyster Trinket Box,48,87.12,13,6.7
21421,Porcelain Rose Large,298,345.14,13,26.55
21422,Porcelain Rose Small,1560,1218.36,46,26.49
21424,Woodland Storage Box Large,227,612.05,22,27.82
21425,Skulls Storage Box Large,67,188.05,16,11.75
21426,Woodland Storage Box Small,213,411.3,17,24.19
21427,Skulls Storage Box Small,77,161.7,25,6.47
21428,Set3 Book Box Green Gingham Flower,1099,4263.55,182,23.43
21429,Red Gingham Rose Jewellery Box,1616,2925.0,217,13.48
21430,Set/3 Red Gingham Rose Storage Box,2704,9424.32,319,29.54
21439,Basket Of Toadstools,1322,1574.98,77,20.45
21441,Blue Birdhouse Decoration,376,223.3,38,5.88
21442,Green Birdhouse Decoration,389,232.01,36,6.44
21445,12 Pink Rose Peg Place Settings,214,267.5,21,12.74
21446,12 Red Rose Peg Place Settings,400,500.0,75,6.67
21447,12 Ivory Rose Peg Place Settings,749,936.25,91,10.29
21448,12 Daisy Pegs In Wood Box,327,539.55,62,8.7
21452,Toadstool Money Box,745,2140.15,133,16.09
21454,Painted Pink Rabbit,318,270.3,43,6.29
21455,Painted Yellow Wooden Daisy,271,230.35,32,7.2
21456,2 Picture Book Eggs Easter Chicks,161,201.25,19,10.59
21457,2 Picture Book Eggs Easter Ducks,115,143.75,16,8.98
21458,2 Picture Book Eggs Easter Bunny,158,197.5,19,10.39
21459,Yellow Easter Egg Hunt Start Post,75,146.25,18,8.12
21460,Green Easter Egg Hunt Start Post,26,50.7,9,5.63
21461,Blue Easter Egg Hunt Start Post,9,17.55,4,4.39
21462,"Nursery A,B,C Painted Letters",192,859.2,67,12.82
21463,Mirrored Disco Ball,644,3405.3,129,26.4
21464,Disco Ball Rotator Battery Operated,244,1034.0,102,10.14
21465,Pink Flower Crochet Food Cover,193,727.46,63,11.55
21466,Red Flower Crochet Food Cover,267,982.49,91,10.8
21467,Cherry Crochet Food Cover,215,813.67,78,10.43
21468,Butterfly Crochet Food Cover,123,468.67,50,9.37
21469,Polka Dot Raffia Food Cover,250,941.21,71,13.26
21470,Flower Vine Raffia Food Cover,338,1278.63,114,11.22
21471,Strawberry Raffia Food Cover,495,1702.65,92,18.51
21472,Ladybird + Bee Raffia Food Cover,119,446.25,33,13.52
21473,Sweetheart Cream Steel Table Rect,22,438.9,18,24.38
21476,Steel Sweetheart Round Table Cream,31,463.45,18,25.75
21479,White Skull Hot Water Bottle,2702,10227.72,378,27.06
21481,Fawn Blue Hot Water Bottle,2925,9218.55,379,24.32
21484,Chick Grey Hot Water Bottle,1555,5810.37,282,20.6
21485,Retrospot Heart Hot Water Bottle,3335,15871.73,533,29.78
21486,Pink Heart Dots Hot Water Bottle,8,30.0,4,7.5
21488,Red White Scarf  Hot Water Bottle,3,11.85,2,5.92
21494,Rotating Leaves T-Light Holder,1228,1624.73,126,12.89
21495,Skulls And Crossbones Wrap,5800,2356.0,165,14.28
21497,Fancy Fonts Birthday Wrap,8600,3430.0,230,14.91
21498,Red Retrospot Wrap,10547,4320.74,335,12.9
21499,Blue Polkadot Wrap,6925,2808.5,215,13.06
21500,Pink Polkadot Wrap,6350,2593.0,213,12.17
21503,Toybox  Wrap,726,288.92,23,12.56
21504,Skulls Greeting Card,1884,763.2,96,7.95
21506,"Fancy Font Birthday Card,",4740,1910.88,250,7.64
21507,"Elephant, Birthday Card,",3206,1314.0,198,6.64
21508,Vintage Kid Dolly Card,2393,971.11,145,6.7
21509,Cowboys And Indians Birthday Card,3581,1444.75,203,7.12
21518,Bank Account  Greeting  Card,265,106.98,17,6.29
21519,Gin & Tonic Diet Greeting Card,3217,1320.9,191,6.92
21520,Booze & Women Greeting Card,457,187.62,33,5.69
21523,Doormat Fancy Font Home Sweet Home,3088,19157.02,397,48.25
21524,Doormat Spotty Home Sweet Home,1662,12095.67,405,29.87
21527,Red Retrospot Traditional Teapot,468,3540.6,133,26.62
21528,Dairy Maid Traditional Teapot,179,1230.05,86,14.3
21530,Dairy Maid Toastrack,756,690.12,83,8.31
21531,Red Retrospot Sugar Jam Bowl,1473,3459.15,206,16.79
21533,Retrospot Large Milk Jug,1317,6267.15,310,20.22
21534,Dairy Maid Large Milk Jug,327,1593.45,124,12.85
21535,Red Retrospot Small Milk Jug,2460,5830.2,310,18.81
21537,Red Retrospot Pudding Bowl,327,1341.75,57,23.54
21538,Dairy Maid  Pudding Bowl,5,18.75,2,9.38
21539,Red Retrospot Butter Dish,939,4429.65,211,20.99
21544,Skulls  Water Transfer Tattoos,1872,1522.4,113,13.47
21547,Ceramic Birdhouse Crested Tit Small,72,212.4,16,13.28
21555,Ceramic Strawberry Trinket Tray,55,140.25,12,11.69
21556,Ceramic Strawberry Money Box,804,1859.4,47,39.56
21557,Set Of 6 Funky Beakers,300,854.04,51,16.75
21558,Skull Lunch Box With Cutlery,1946,4624.8,265,17.45
21559,Strawberry Lunch Box With Cutlery,3716,8734.64,426,20.5
21561,Dinosaur Lunch Box With Cutlery,1227,2868.78,167,17.18
21562,Hawaiian Grass Skirt,319,368.35,25,14.73
21563,Red Heart Shape Love Bucket,1358,2591.02,134,19.34
21564,Pink  Heart Shape Love Bucket,1016,1686.52,103,16.37
21576,Lets Go Shopping Cotton Tote Bag,177,403.67,46,8.78
21577,Save The Planet Cotton Tote Bag,549,1235.25,116,10.65
21578,Woodland Design  Cotton Tote Bag,586,1318.5,82,16.08
21579,Lolita  Design  Cotton Tote Bag,154,346.5,32,10.83
21580,Rabbit  Design  Cotton Tote Bag,90,202.5,24,8.44
21581,Skulls  Design  Cotton Tote Bag,165,371.25,40,9.28
21584,Retrospot Small Tube Matches,1066,1754.9,146,12.02
21586,Kings Choice Giant Tube Matches,731,1691.25,66,25.62
21587,Cosy Hour Giant Tube Matches,197,480.75,26,18.49
21588,Retrospot Giant Tube Matches,1497,3450.15,132,26.14
21591,Cosy Hour Cigar Box Matches,1187,1456.39,143,10.18
21592,Retrospot Cigar Box Matches,2151,2150.71,210,10.24
21609,Set 12 Lavender  Botanical T-Lights,761,2072.15,73,28.39
21613,S/12 Vanilla  Botanical T-Lights,221,632.75,38,16.65
21614,Set Of 12 Rose Botanical T-Lights,48,141.6,7,20.23
21615,4 Lavender Botanical Dinner Candles,840,1195.0,100,11.95
21616,4 Pear Botanical Dinner Candles,755,1093.75,104,10.52
21617,4 Lily  Botanical Dinner Candles,473,851.75,76,11.21
21618,4 Wildflower Botanical Candles,303,473.75,51,9.29
21619,4 Vanilla Botanical Candles,900,1252.5,121,10.35
21620,Set Of 4 Rose Botanical Candles,811,1211.25,124,9.77
21621,Vintage Union Jack Bunting,2540,20962.16,391,53.61
21622,Vintage Union Jack Cushion Cover,364,1785.0,92,19.4
21623,Vintage Union Jack Memoboard,3255,22709.13,205,110.78
21624,Vintage Union Jack Doorstop,204,1190.8,82,14.52
21625,Vintage Union Jack Apron,307,2140.19,113,18.94
21626,Vintage Union Jack Pennant,742,1446.9,74,19.55
21627,Elephant Carnival Pouffe,38,568.1,24,23.67
21628,Triangular Pouffe Vintage,44,620.4,16,38.78
21629,Square Floor Cushion Vintage Red,53,411.35,25,16.45
21630,Floor Cushion Elephant Carnival,54,461.3,22,20.97
21631,Hippy Chic Decorative Parasol,155,761.85,16,47.62
21632,Vintage Pink Decorative Parasol,60,237.0,5,47.4
21633,Sunflower Decorative Parasol,87,528.45,14,37.75
21634,Assorted Mini Madras Notebook,948,462.6,23,20.11
21635,Madras Notebook Large,270,367.5,15,24.5
21636,Madras Notebook Medium,917,703.95,71,9.91
21637,Assorted Sanskrit Mini Notebook,109,136.25,6,22.71
21638,Assorted Tutti Frutti Notebook,235,493.5,31,15.92
21640,Assorted Tutti Frutti  Fob Notebook,541,447.37,46,9.73
21641,Assorted Tutti Frutti Keyring Ball,1102,367.98,23,16.0
21642,Assorted Tutti Frutti Pen,2452,801.24,90,8.9
21643,Assorted Tutti Frutti Mirror,490,594.26,31,19.17
21644,Assorted Tutti Frutti Heart Box,215,268.75,32,8.4
21647,Assorted Tutti Frutti Large Purse,117,245.7,24,10.24
21648,Assorted Tutti Frutti Small Purse,654,790.14,31,25.49
21650,Assorted Tutti Frutti Bracelet,2197,440.89,61,7.23
21651,Hanging Glass Etched Tealight,131,201.75,10,20.18
21654,Ridged Glass Finger Bowl,946,432.54,47,9.2
21655,Hanging Ridge Glass T-Light Holder,36,60.84,2,30.42
21656,Ridged Glass Posy Vase,117,169.65,17,9.98
21657,Milk Bottle With Glass Stopper,28,194.6,15,12.97
21658,Glass  Beurre Dish,773,2874.07,126,22.81
21661,Vintage Glass Tea Caddy,3,17.85,3,5.95
21662,Vintage Glass Coffee Caddy,74,416.3,16,26.02
21664,Ridged Glass Storage Jar Cream Lid,97,346.47,17,20.38
21666,Ridged Glass T-Light Holder,384,249.6,33,7.56
21667,Glass Cake Cover And Plate,2,29.9,1,29.9
21668,Red Stripe Ceramic Drawer Knob,5035,6224.03,333,18.69
21669,Blue Stripe Ceramic Drawer Knob,4969,6284.25,351,17.9
21670,Blue Spot Ceramic Drawer Knob,4004,5028.52,289,17.4
21671,Red Spot Ceramic Drawer Knob,4080,5042.4,279,18.07
21672,White Spot Red Ceramic Drawer Knob,4564,5618.04,307,18.3
21673,White Spot Blue Ceramic Drawer Knob,3994,4960.5,276,17.97
21675,Butterflies Stickers,525,447.81,51,8.78
21676,Flowers  Stickers,211,191.05,32,5.97
21677,Hearts  Stickers,766,655.0,80,8.19
21678,Paisley Pattern  Stickers,104,88.4,16,5.52
21679,Skulls  Stickers,1054,891.22,87,10.24
21680,Woodland  Stickers,804,683.4,53,12.89
21681,Giant Medina Stamped Metal Bowl,2,19.9,2,9.95
21682,Large Medina Stamped Metal Bowl,177,881.16,50,17.62
21683,Medium Medina Stamped Metal Bowl,297,876.15,48,18.25
21684,Small Medina Stamped Metal Bowl,764,575.41,36,15.98
21686,Medina Stamped Metal Stool,33,1268.35,18,70.46
21688,Silver Plate Candle Bowl Small,316,932.2,39,23.9
21689,Silver Vanilla  Flower Candle Pot,92,345.0,23,15.0
21690,Silver  Candlepot Jardin,24,90.0,7,12.86
21692,Silver Lattice Vanilla Candle Pot,17,63.75,7,9.11
21693,Small Hammered Silver Candlepot,358,1056.1,43,24.56
21694,Small Regal  Silver Candlepot,303,817.05,20,40.85
21695,Small Silver Flower Candle Pot,283,834.85,35,23.85
21696,Small Silver Trellis Candlepot,226,666.7,29,22.99
21698,Mock Lobster Fridge Magnet,266,116.62,22,5.3
21700,Big Doughnut Fridge Magnets,1266,1076.1,85,12.66
21703,Bag 125G Swirly Marbles,9272,3431.35,243,14.12
21704,Bag 250G Swirly Marbles,5004,3856.38,197,19.58
21705,Bag 500G Swirly Marbles,1377,1299.21,110,11.81
21706,Folding Umbrella Red/White Polkadot,229,1134.58,68,16.68
21707,Folding Umbrella Blackblue Polkadot,120,601.22,47,12.79
21708,Folding Umbrella Cream Polkadot,139,682.45,32,21.33
21709,Folding Umbrella Chocolate Polkadot,87,430.06,31,13.87
21710,Folding Umbrella Pinkwhite Polkadot,84,412.41,31,13.3
21711,Folding Umbrella White/Red Polkadot,86,420.1,23,18.27
21713,Citronella Candle Flowerpot,701,1448.1,125,11.58
21714,Citronella Candle Garden Pot,1085,1356.25,126,10.76
21715,Girls Vintage Tin Seaside Bucket,1141,2736.75,138,19.83
21716,Boys Vintage Tin Seaside Bucket,1206,2921.72,137,21.33
21717,Easter Tin Bucket,405,931.95,38,24.52
21718,Red Metal Beach Spade,1289,1613.67,143,11.28
21719,Lovely Bonbon Sticker Sheet,301,255.85,34,7.52
21720,Cake Shop  Sticker Sheet,57,48.45,8,6.06
21721,Candy Shop  Sticker Sheet,175,148.75,20,7.44
21722,Sweet Pudding Sticker Sheet,65,55.25,15,3.68
21723,Alphabet Hearts Sticker Sheet,371,315.35,38,8.3
21724,Panda And Bunnies Sticker Sheet,372,316.2,57,5.55
21725,Sweeties  Stickers,274,232.9,32,7.28
21726,Multi Hearts  Stickers,231,196.35,36,5.45
21730,Glass Star Frosted T-Light Holder,498,2324.14,119,19.53
21731,Red Toadstool Led Night Light,12871,19844.91,522,38.02
21733,Red Hanging Heart T-Light Holder,7759,22624.69,679,33.32
21735,Two Door Curio Cabinet,210,2551.95,82,31.12
21736,Gold Scroll Glass T-Light Holder,80,137.22,5,27.44
21738,Cosy Slipper Shoes Small  Red,45,132.75,18,7.38
21739,Cosy Slipper Shoes Small Green,143,417.44,48,8.7
21741,Cosy Slipper Shoes Large Green,131,386.45,28,13.8
21742,Large Round Wicker Platter,193,1148.35,89,12.9
21743,Star Portable Table Light,275,753.65,31,24.31
21744,Snowflake Portable Table Light,367,1128.09,80,14.1
21745,Gaolers Keys Decorative Garden,929,3412.19,205,16.64
21746,Small Red Retrospot Windmill,2974,3521.7,185,19.04
21747,Small Skull Windmill,437,527.53,42,12.56
21749,Large Red Retrospot Windmill,1900,3645.0,107,34.07
21750,Large Skull Windmill,78,163.8,16,10.24
21754,Home Building Block Word,2654,15630.96,691,22.62
21755,Love Building Block Word,1946,11535.56,555,20.78
21756,Bath Building Block Word,792,4727.83,242,19.54
21757,Lighthouse Printed Metal Sign,6,29.7,3,9.9
21758,Vintage Shells Print,32,202.4,14,14.46
21761,Wood And Glass Medicine Cabinet,10,299.5,10,29.95
21763,Vintage Wooden Bar Stool,6,169.75,4,42.44
21769,Vintage Post Office Cabinet,11,607.65,2,303.82
21770,Open Closed Metal Sign,1577,7311.36,341,21.44
21773,Decorative Rose Bathroom Bottle,920,693.52,59,11.75
21774,Decorative Cats Bathroom Bottle,835,647.03,52,12.44
21775,Decorative Flore Bathroom Bottle,283,313.91,41,7.66
21777,Recipe Box With Metal Heart,7,55.65,3,18.55
21781,Ma Campagne Cutlery Box,138,2012.5,81,24.85
21784,Shoe Shine Box,51,507.45,38,13.35
21785,Rain Poncho,411,267.95,4,66.99
21786,Polkadot Rain Hat,1733,631.15,89,7.09
21787,Rain Poncho Retrospot,8755,6964.63,180,38.69
21788,Kids Rain Mac Blue,1203,936.93,66,14.2
21789,Kids Rain Mac Pink,799,675.13,67,10.08
21790,Vintage Snap Cards,13336,10447.42,722,14.47
21791,Vintage Heads And Tails Card Game,7143,8531.41,485,17.59
21792,Classic French Style Basket Green,331,1388.65,70,19.84
21793,Classic French Style Basket Brown,296,1240.44,66,18.79
21794,Classic French Style Basket Natural,501,2064.47,93,22.2
21801,Christmas Tree Decoration With Bell,457,191.94,22,8.72
21802,Christmas Tree Heart Decoration,1000,420.0,46,9.13
21803,Christmas Tree Star Decoration,1138,477.96,49,9.75
21804,White Christmas Garland Stars Trees,178,656.7,40,16.42
21807,White Christmas Star Decoration,415,174.3,25,6.97
21808,"Christmas Garland Stars,Trees",100,370.0,21,17.62
21809,Christmas Hanging Tree With Bell,1859,995.3,85,11.71
21810,Christmas Hanging Star With Bell,5305,2443.07,173,14.12
21811,Christmas Hanging Heart With Bell,4332,2181.58,155,14.07
21812,Garland With Hearts And Bells,218,1037.1,42,24.69
21813,Garland With Stars And Bells,250,1187.1,40,29.68
21814,Heart T-Light Holder,75,108.75,12,9.06
21815,Star  T-Light Holder,132,191.4,18,10.63
21816,Christmas Tree T-Light Holder,34,49.3,7,7.04
21817,Glitter Christmas Tree,908,408.86,54,7.57
21818,Glitter Christmas Heart,2699,1281.13,147,8.72
21819,Glitter Christmas Star,2465,1054.63,118,8.94
21820,Glitter Heart Garland With Bells,291,1079.84,58,18.62
21821,Glitter Star Garland With Bells,223,825.45,40,20.64
21822,Glitter Christmas Tree With Bells,615,567.79,58,9.79
21823,Painted Metal Heart With Holly Bell,1196,687.98,69,9.97
21824,Painted Metal Star With Holly Bells,1450,698.0,73,9.56
21826,Eight Piece Dinosaur Set,93,116.25,18,6.46
21827,Eight Piece Creepy Crawlie Set,6,7.5,3,2.5
21828,Eight Piece Snake  Set,314,392.5,68,5.77
21829,Dinosaur Keyrings Assorted,6462,1332.93,131,10.18
21830,Assorted Creepy Crawlies,2599,1093.63,88,12.43
21832,Chocolate Calculator,785,1306.73,115,11.36
21833,Camouflage Led Torch,2628,4278.12,120,35.65
21836,Gingham Oven Glove Red Heart,3,11.25,2,5.62
21839,Mummy Mouse Red Gingham Ribbon,1,5.45,1,5.45
21841,Baby Mouse Red Gingham Dress,73,310.25,20,15.51
21843,Red Retrospot Cake Stand,1809,17929.75,421,42.59
21844,Red Retrospot Mug,1814,4972.1,134,37.11
21845,Dairy Maid Stripe Mug,1907,1721.09,82,20.99
21846,Pink Diamante Pen In Gift Box,72,365.62,24,15.23
21847,Green  Diamante Pen In Gift Box,9,44.55,5,8.91
21849,Silver Diamante Pen In Gift Box,52,260.74,22,11.85
21850,Blue  Diamante Pen In Gift Box,61,276.75,21,13.18
21851,Lilac Diamante Pen In Gift Box,26,138.72,15,9.25
21864,Union Jack Flag Passport Cover,610,1192.44,96,12.42
21865,Pink Union Jack  Passport Cover,223,463.38,68,6.81
21866,Union Jack Flag Luggage Tag,537,670.46,106,6.33
21867,Pink Union Jack  Luggage Tag,266,336.27,75,4.48
21868,Potting Shed Tea Mug,2346,2926.98,232,12.62
21870,I Can Only Please One Person Mug,1357,1668.89,137,12.18
21871,Save The Planet Mug,5265,6151.78,270,22.78
21872,Glamorous  Mug,1269,1370.73,119,11.52
21873,If You Can'T Stand The Heat Mug,1586,1752.34,88,19.91
21874,Gin And Tonic Mug,2852,3724.36,194,19.2
21875,Kings Choice Mug,2000,2249.56,111,20.27
21876,Pottering Mug,3548,4058.76,197,20.6
21877,Home Sweet Home Mug,5347,6708.11,293,22.89
21878,Pack Of 6 Sandcastle Flags Assorted,2397,1973.75,152,12.99
21879,Hearts Gift Tape,1027,303.23,57,5.32
21880,Red Retrospot Tape,1458,668.94,99,6.76
21881,Cute Cats Tape,975,315.55,45,7.01
21882,Skulls Tape,600,191.28,38,5.03
21883,Stars Gift Tape,1368,581.06,93,6.25
21884,Cakes And Bows Gift  Tape,1017,318.81,44,7.25
21888,Bingo Set,1553,5725.71,280,20.45
21889,Wooden Box Of Dominoes,5778,7215.95,449,16.07
21890,S/6 Wooden Skittles In Cotton Bag,1075,3262.51,173,18.86
21891,Traditional Wooden Skipping Rope,7919,10019.47,340,29.47
21892,Traditional Wooden Catch Cup Game,2914,3656.75,295,12.4
