StockCode,Description,TotalQuantity,AvgQuantity,StdQuantity,FirstSale,LastSale,DaysActive,DailyTurnover
20838,French Lattice Cushion Cover,330,10.0,4.35,2011-05-03 10:43:00,2011-11-23 16:34:00,204,1.62
20839,French Paisley Cushion Cover,452,9.22,4.12,2010-12-07 14:41:00,2011-12-07 11:06:00,364,1.24
20840,French Floral Cushion Cover,464,10.55,5.81,2011-04-27 15:08:00,2011-12-06 17:49:00,223,2.08
20845,Zinc Heart Lattice 2 Wall Planter,19,1.73,1.49,2011-01-18 13:05:00,2011-08-16 13:13:00,210,0.09
20846,Zinc Heart Lattice T-Light Holder,647,10.11,12.8,2010-12-13 15:12:00,2011-12-07 09:22:00,358,1.81
20847,Zinc Heart Lattice Charger Large,46,3.29,2.87,2010-12-13 15:12:00,2011-11-25 11:54:00,346,0.13
20848,Zinc Heart Lattice Charger Small,21,2.62,1.19,2010-12-13 15:12:00,2011-11-06 14:45:00,327,0.06
20851,Zinc Heart Lattice Tray Oval,9,1.29,0.49,2011-01-30 13:48:00,2011-04-27 16:54:00,87,0.1
20854,Blue Patch Purse Pink Heart,166,9.22,20.55,2010-12-03 14:54:00,2011-02-20 12:01:00,78,2.13
20856,Denim Patch Purse Pink Butterfly,140,5.19,3.94,2010-12-05 11:40:00,2011-08-09 14:18:00,247,0.57
20857,Blue Rose Patch Purse Pink Butterfl,32,4.0,4.78,2010-12-07 10:06:00,2011-02-17 13:28:00,72,0.44
20861,Gold Cosmetic Bag Pink Star,2,1.0,0.0,2010-12-06 12:55:00,2010-12-10 11:24:00,3,0.67
20866,Blue Rose Fabric Mirror,409,10.76,20.94,2010-12-01 12:23:00,2011-12-06 12:21:00,369,1.11
20867,Pink Rose Fabric Mirror,187,7.48,8.46,2010-12-01 13:51:00,2011-12-06 12:21:00,369,0.51
20868,Silver Fabric Mirror,381,12.29,19.66,2010-12-10 11:12:00,2011-12-08 19:24:00,363,1.05
20869,Gold Fabric Mirror,139,7.72,13.87,2011-06-15 13:35:00,2011-12-08 19:24:00,176,0.79
20878,Set/9 Christmas T-Lights Scented,25,3.12,2.47,2010-12-01 12:23:00,2010-12-05 16:24:00,4,6.25
20886,Box Of 9 Pebble Candles,453,5.73,11.56,2010-12-08 15:17:00,2011-11-06 14:50:00,332,1.36
20892,Set/3 Tall Glass Candle Holder Pink,1,1.0,,2010-12-08 15:17:00,2010-12-08 15:17:00,0,inf
20893,Hanging Bauble T-Light Holder Small,259,12.95,26.64,2010-12-02 10:17:00,2011-12-04 12:13:00,367,0.71
20894,Hanging Bauble T-Light Holder Large,25,2.78,1.92,2010-12-02 13:49:00,2011-11-17 12:42:00,349,0.07
20897,Vintage Notebook Paris Days,85,10.62,16.41,2010-12-06 11:10:00,2011-08-05 12:48:00,242,0.35
20898,Vintage Notebook Travelogue,25,5.0,4.53,2011-01-27 15:51:00,2011-10-23 13:49:00,268,0.09
20901,Vintage Keepsake Box Pink Flower,4,1.33,0.58,2011-06-12 14:15:00,2011-11-14 14:39:00,155,0.03
20902,Vintage Keepsake Box Paris Days,33,5.5,9.07,2010-12-01 14:03:00,2011-08-03 11:58:00,244,0.14
20903,Vintage Keepsake Box Travelogue,20,2.0,0.82,2010-12-06 11:10:00,2011-10-23 13:49:00,321,0.06
20906,Vintage Notebook Beauty Girl,3,1.5,0.71,2010-12-08 13:23:00,2011-04-03 15:07:00,116,0.03
20910,Vintage Photo Album Paris Days,8,2.67,1.15,2010-12-03 14:35:00,2010-12-16 11:53:00,12,0.67
20914,Set/5 Red Retrospot Lid Glass Bowls,6170,7.87,18.52,2010-12-01 11:32:00,2011-12-08 15:31:00,372,16.59
20931,Blue Pot Plant Candle,263,7.11,8.76,2010-12-14 13:09:00,2011-12-08 19:28:00,359,0.73
20932,Pink Pot Plant Candle,189,8.59,9.33,2010-12-20 15:26:00,2011-12-08 11:15:00,352,0.54
20933,Yellow Pot Plant Candle,23,2.56,2.24,2011-01-05 15:56:00,2011-12-08 11:15:00,336,0.07
20934,Set/3 Pot Plant Candles,54,2.7,2.41,2011-01-05 13:57:00,2011-11-04 14:54:00,303,0.18
20935,Round Cactus Candle,6,1.5,0.58,2011-09-23 13:48:00,2011-11-16 16:08:00,54,0.11
20936,Forked Cactus Candle,92,3.54,2.82,2010-12-05 11:12:00,2011-12-09 11:34:00,369,0.25
20941,Frog Candle,61,3.39,2.89,2010-12-19 14:16:00,2011-07-06 15:15:00,199,0.31
20956,Porcelain T-Light Holders Assorted,730,11.97,11.48,2010-12-03 09:31:00,2011-12-06 17:23:00,368,1.98
20961,Strawberry Bath Sponge,1029,7.92,12.38,2010-12-01 11:21:00,2011-12-08 13:47:00,372,2.77
20963,Apple Bath Sponge,1102,8.75,12.21,2010-12-01 11:21:00,2011-12-08 13:47:00,372,2.96
20964,Polyester Filler Pad 60X40Cm,2,2.0,,2011-05-06 11:36:00,2011-05-06 11:36:00,0,inf
20966,Sandwich Bath Sponge,589,14.37,32.3,2010-12-01 11:21:00,2011-05-17 12:38:00,167,3.53
20967,Grey Floral Feltcraft Shoulder Bag,257,3.38,3.79,2010-12-02 11:35:00,2011-05-16 09:40:00,164,1.57
20969,Red Floral Feltcraft Shoulder Bag,1876,7.24,23.65,2010-12-02 11:57:00,2011-12-08 12:07:00,371,5.06
20970,Pink Floral Feltcraft Shoulder Bag,1081,4.66,5.43,2010-12-02 11:57:00,2011-12-08 13:45:00,371,2.91
20971,Pink Blue Felt Craft Trinket Box,10225,21.85,108.02,2010-12-01 16:11:00,2011-12-08 15:51:00,371,27.56
20972,Pink Cream Felt Craft Trinket Box,7131,12.97,23.19,2010-12-01 12:49:00,2011-12-08 16:29:00,372,19.17
20973,12 Pencil Small Tube Woodland,4007,13.77,33.96,2010-12-01 12:54:00,2011-12-08 15:09:00,372,10.77
20974,12 Pencils Small Tube Skull,6734,22.22,52.45,2010-12-01 12:54:00,2011-12-09 12:20:00,372,18.1
20975,12 Pencils Small Tube Red Retrospot,6400,20.32,51.63,2010-12-02 10:17:00,2011-12-08 13:50:00,371,17.25
20977,36 Pencils Tube Woodland,1597,11.01,12.33,2010-12-01 12:27:00,2011-10-17 14:23:00,320,4.99
20978,36 Pencils Tube Skulls,1631,8.82,11.52,2010-12-01 16:57:00,2011-12-08 17:24:00,372,4.38
20979,36 Pencils Tube Red Retrospot,3523,15.06,22.12,2010-12-01 12:27:00,2011-12-08 12:50:00,372,9.47
20980,36 Pencils Tube Posy,27,2.45,1.29,2010-12-05 13:05:00,2011-08-08 14:53:00,246,0.11
20981,12 Pencils Tall Tube Woodland,1851,8.77,7.14,2010-12-02 14:09:00,2011-12-09 08:59:00,371,4.99
20982,12 Pencils Tall Tube Skulls,2019,9.09,10.69,2010-12-01 11:41:00,2011-12-09 08:59:00,372,5.43
20983,12 Pencils Tall Tube Red Retrospot,2652,10.61,13.62,2010-12-02 11:41:00,2011-12-08 09:05:00,370,7.17
20984,12 Pencils Tall Tube Posy,3809,21.64,35.01,2010-12-02 13:32:00,2011-10-17 12:50:00,318,11.98
20985,Heart Calculator,1017,10.59,27.72,2010-12-05 15:12:00,2011-12-07 08:38:00,366,2.78
20986,Blue Calculator Ruler,462,7.33,18.45,2010-12-02 12:16:00,2011-12-08 13:50:00,371,1.25
20992,Jazz Hearts Purse Notebook,4365,16.72,30.19,2010-12-01 11:21:00,2011-12-08 13:50:00,372,11.73
20996,Jazz Hearts Address Book,3057,16.26,22.66,2010-12-08 12:08:00,2011-12-08 19:24:00,365,8.38
20997,Rose Du Sud Cushion Cover,15,3.0,1.87,2011-06-13 16:33:00,2011-08-31 15:30:00,78,0.19
20998,Rose Du Sud Oven Glove,119,4.25,3.06,2010-12-03 11:35:00,2011-10-14 13:54:00,315,0.38
21000,Rose Du Sud Cosmetics Bag,46,2.71,2.11,2010-12-06 17:16:00,2011-11-25 14:02:00,353,0.13
21001,Rose Du Sud Washbag,25,1.92,1.12,2010-12-06 17:16:00,2011-11-07 16:16:00,335,0.07
21002,Rose Du Sud Drawstring Bag,13,2.6,0.55,2011-01-07 12:28:00,2011-10-23 11:42:00,288,0.05
21003,Rose Du Sud Cushion Cover,13,2.17,1.94,2011-01-07 16:32:00,2011-09-07 16:00:00,242,0.05
21011,Glitter Snow Pear Tree Decoration,18,9.0,9.9,2010-12-05 10:45:00,2010-12-08 15:56:00,3,6.0
21012,Antique All Glass Candlestick,567,6.83,10.27,2010-12-07 14:00:00,2011-12-09 12:00:00,366,1.55
21014,Swiss Chalet Tree Decoration,1233,17.61,13.19,2010-12-01 15:35:00,2011-11-23 13:27:00,356,3.46
21015,Dark Bird House Tree Decoration,1251,18.4,15.31,2011-05-18 11:42:00,2011-12-07 14:39:00,203,6.16
21018,Bird Box Christmas Tree Decoration,22,4.4,5.98,2010-12-01 15:35:00,2010-12-14 11:01:00,12,1.83
21025,Space Frog,100,6.25,5.59,2010-12-02 15:46:00,2011-11-28 15:54:00,361,0.28
21026,Space Owl,143,5.72,5.93,2010-12-02 15:46:00,2011-11-30 11:48:00,362,0.4
21027,Ninja Rabbit Pink,101,5.32,4.84,2010-12-12 12:41:00,2011-11-21 12:05:00,343,0.29
21028,Ninja Rabbit Black,116,5.52,5.9,2011-01-11 12:11:00,2011-12-05 17:17:00,328,0.35
21030,Space Cadet Red,121,5.26,4.47,2010-12-02 15:46:00,2011-11-21 12:05:00,353,0.34
21031,Space Cadet Black,40,3.64,4.13,2010-12-02 15:46:00,2011-11-16 12:18:00,348,0.11
21032,Space Cadet White,65,4.06,4.11,2010-12-02 15:46:00,2011-11-30 11:48:00,362,0.18
21033,Jumbo Bag Charlie And Lola Toys,922,8.46,17.1,2010-12-01 09:37:00,2011-09-08 13:53:00,281,3.28
21034,Rex Cash+Carry Jumbo Shopper,1893,1.99,2.09,2010-12-01 11:49:00,2011-12-08 18:42:00,372,5.09
21035,Set/2 Red Retrospot Tea Towels,2319,10.31,26.95,2010-12-01 08:45:00,2011-12-07 13:53:00,371,6.25
21038,Set/4 Modern Vintage Cotton Napkins,77,3.35,2.55,2010-12-01 13:21:00,2011-05-04 13:52:00,154,0.5
21039,Red Retrospot Shopping Bag,510,6.62,12.3,2010-12-02 18:08:00,2011-12-06 12:56:00,368,1.39
21040,Modern Vintage Cotton Shopping Bag,22,2.75,1.58,2010-12-03 15:19:00,2011-03-15 15:37:00,102,0.22
21041,Red Retrospot Oven Glove Double,576,3.95,5.13,2010-12-01 12:49:00,2011-11-23 14:07:00,357,1.61
21042,Red Retrospot Apron,303,2.78,1.79,2010-12-02 08:52:00,2011-12-06 14:23:00,369,0.82
21043,Apron Modern Vintage Cotton,443,7.64,8.63,2010-12-16 13:02:00,2011-06-01 12:11:00,166,2.67
21051,Ribbons Purse,108,4.5,4.63,2010-12-09 13:03:00,2011-12-08 09:47:00,363,0.3
21054,Nurse'S Bag Soft Toy,68,2.52,3.54,2010-12-03 15:10:00,2011-11-14 12:45:00,345,0.2
21055,Tool Box Soft Toy,146,1.74,1.24,2010-12-01 14:05:00,2011-12-08 19:57:00,372,0.39
21056,Doctor'S Bag Soft Toy,174,2.64,4.92,2010-12-01 14:05:00,2011-12-05 17:17:00,369,0.47
21058,Party Invites Woodland,1049,11.4,21.84,2010-12-02 10:27:00,2011-12-04 14:15:00,367,2.86
21059,Party Invites Dinosaurs,573,7.44,5.31,2010-12-02 17:12:00,2011-12-06 12:15:00,368,1.56
21060,Party Invites Balloon Girl,356,6.72,5.06,2010-12-02 10:27:00,2011-12-04 14:15:00,367,0.97
21061,Party Invites Football,412,7.92,7.99,2010-12-01 11:29:00,2011-12-04 14:15:00,368,1.12
21062,Party Invites Spaceman,501,8.08,6.26,2010-12-01 11:29:00,2011-12-02 13:20:00,366,1.37
21063,Party Invites Jazz Hearts,483,5.96,5.57,2010-12-01 11:29:00,2011-12-05 17:17:00,369,1.31
21064,Boom Box Speaker Boys,176,2.93,4.72,2010-12-02 12:16:00,2011-12-08 13:50:00,371,0.47
21065,Boom Box Speaker Girls,487,11.07,21.61,2010-12-01 11:45:00,2011-12-08 15:31:00,372,1.31
21066,Vintage Red Mug,688,16.38,66.12,2010-12-15 10:31:00,2011-12-01 11:53:00,351,1.96
21067,Vintage Red Teatime Mug,203,4.61,5.33,2010-12-22 13:46:00,2011-10-04 13:25:00,285,0.71
21068,Vintage Billboard Love/Hate Mug,1535,12.18,43.06,2010-12-01 09:02:00,2011-12-08 13:59:00,372,4.13
21069,Vintage Billboard Tea Mug,1868,35.92,133.16,2010-12-02 10:39:00,2011-08-17 15:05:00,258,7.24
21070,Vintage Billboard Mug,1033,13.08,49.87,2010-12-02 10:39:00,2011-12-05 17:17:00,368,2.81
21071,Vintage Billboard Drink Me Mug,849,7.72,7.79,2010-12-01 09:02:00,2011-10-20 09:04:00,323,2.63
21078,Set/20 Strawberry Paper Napkins,2494,12.17,20.68,2010-12-03 11:35:00,2011-10-11 15:10:00,312,7.99
21080,Set/20 Red Retrospot Paper Napkins,12313,16.35,26.28,2010-12-01 10:19:00,2011-12-08 14:38:00,372,33.1
21084,Set/6 Collage Paper Cups,2199,20.75,27.0,2011-01-07 12:28:00,2011-12-07 12:41:00,334,6.58
21086,Set/6 Red Spotty Paper Cups,6589,22.26,41.36,2010-12-01 10:19:00,2011-12-06 14:22:00,370,17.81
21087,Set/6 Posies Paper Cups,126,12.6,9.43,2011-02-24 11:54:00,2011-04-19 14:49:00,54,2.33
21088,Set/6 Fruit Salad Paper Cups,1576,21.3,32.91,2011-01-07 12:28:00,2011-12-07 16:47:00,334,4.72
21089,Set/6 Green Spring Paper Cups,231,9.62,6.12,2010-12-06 12:41:00,2011-08-17 14:25:00,254,0.91
21090,Set/6 Collage Paper Plates,1672,14.05,24.95,2010-12-05 12:42:00,2011-12-07 12:41:00,366,4.57
21094,Set/6 Red Spotty Paper Plates,7351,22.41,34.03,2010-12-01 09:37:00,2011-12-06 14:22:00,370,19.87
21095,Set/6 Posies Paper Plates,95,10.56,8.63,2011-01-21 11:19:00,2011-06-16 19:59:00,146,0.65
21096,Set/6 Fruit Salad  Paper Plates,1143,16.33,32.03,2011-01-07 12:28:00,2011-11-20 11:56:00,316,3.62
21098,Christmas Toilet Roll,3176,17.26,97.26,2010-12-01 12:49:00,2011-12-08 15:29:00,372,8.54
21100,Charlie And Lola Charlotte Bag,43,5.38,6.59,2010-12-03 12:24:00,2011-02-27 12:48:00,86,0.5
21106,Cream Slice Flannel Chocolate Spot,193,5.51,7.2,2010-12-01 12:51:00,2011-11-29 14:38:00,363,0.53
21107,Cream Slice Flannel Pink Spot,840,12.73,31.96,2010-12-01 12:51:00,2011-12-01 11:18:00,364,2.31
21108,Fairy Cake Flannel Assorted Colour,10082,51.18,313.66,2010-12-01 11:21:00,2011-12-09 11:26:00,373,27.03
21109,"Large Cake Towel, Chocolate Spots",837,11.47,18.01,2010-12-05 13:42:00,2011-12-09 11:26:00,368,2.27
21110,Large Cake Towel Pink Spots,775,9.69,15.2,2010-12-05 12:13:00,2011-11-25 11:02:00,354,2.19
21111,"Swiss Roll Towel, Chocolate  Spots",789,15.17,17.01,2010-12-01 12:43:00,2011-12-09 11:26:00,372,2.12
21112,"Swiss Roll Towel, Pink  Spots",1245,27.07,49.59,2010-12-05 10:45:00,2011-11-24 14:40:00,354,3.52
21114,Lavender Scented Fabric Heart,1352,10.17,5.89,2010-12-02 19:18:00,2011-12-04 13:55:00,366,3.69
21115,Rose Caravan Doorstop,523,3.93,10.64,2010-12-01 09:59:00,2011-12-09 10:20:00,373,1.4
21116,Owl Doorstop,489,4.14,5.88,2010-12-01 11:45:00,2011-12-05 17:17:00,369,1.33
21117,Blond Doll Doorstop,115,6.76,5.13,2011-01-13 15:11:00,2011-11-23 13:46:00,313,0.37
21121,Set/10 Red Polkadot Party Candles,6502,18.9,38.11,2010-12-01 12:22:00,2011-12-09 12:19:00,372,17.48
21122,Set/10 Pink Polkadot Party Candles,5257,16.69,32.95,2010-12-01 11:21:00,2011-12-09 12:16:00,373,14.09
21123,Set/10 Ivory Polkadot Party Candles,975,9.56,12.33,2010-12-01 12:43:00,2011-12-08 18:42:00,372,2.62
21124,Set/10 Blue Polkadot Party Candles,3970,17.11,33.14,2010-12-01 12:23:00,2011-12-09 12:16:00,372,10.67
21125,Set 6 Football Celebration Candles,598,8.42,8.96,2010-12-01 11:29:00,2011-12-02 14:26:00,366,1.63
21126,Set Of 6 Girls Celebration Candles,488,7.07,5.69,2010-12-01 11:29:00,2011-12-02 10:22:00,365,1.34
21128,Gold Fishing Gnome,47,2.94,2.41,2010-12-09 14:50:00,2011-12-07 15:56:00,363,0.13
21129,Silver Fishing Gnome,45,2.25,2.2,2011-01-04 15:50:00,2011-11-29 11:48:00,328,0.14
21131,Gold Standing Gnome,93,5.47,8.37,2010-12-10 10:49:00,2011-12-06 14:23:00,361,0.26
21132,Silver Standing Gnome,35,2.19,1.47,2010-12-09 14:50:00,2011-12-08 15:31:00,364,0.1
21135,Victorian  Metal Postcard Spring,2708,16.12,53.65,2010-12-01 12:58:00,2011-12-08 10:40:00,371,7.3
21136,Painted Metal Pears Assorted,4476,12.36,15.77,2010-12-01 16:52:00,2011-12-08 13:50:00,371,12.06
21137,Black Record Cover Frame,11406,35.98,91.04,2010-12-01 12:27:00,2011-12-09 12:00:00,372,30.66
21143,Antique Glass Heart Decoration,296,10.21,15.34,2010-12-01 13:54:00,2011-08-22 14:38:00,264,1.12
21145,Antique Glass Place Setting,122,15.25,5.65,2010-12-13 15:12:00,2011-11-16 13:25:00,337,0.36
21147,Jingle Bells Tree Decoration,89,4.05,3.23,2010-12-01 15:35:00,2011-12-05 17:17:00,369,0.24
21154,Red Retrospot Oven Glove,3187,11.89,31.66,2010-12-01 12:12:00,2011-12-09 08:48:00,372,8.57
21155,Red Retrospot Peg Bag,2460,6.81,16.84,2010-12-02 14:30:00,2011-12-08 15:54:00,371,6.63
21156,Retrospot Childrens Apron,3039,10.34,17.11,2010-12-01 12:15:00,2011-12-07 15:16:00,371,8.19
21157,Red Retrospot Washbag,49,3.27,3.41,2010-12-02 18:08:00,2011-10-25 17:31:00,326,0.15
21158,Moody Girl Door Hanger,1427,9.21,21.43,2010-12-02 11:41:00,2011-12-09 08:48:00,371,3.85
21159,Moody Boy  Door Hanger,1109,10.17,24.75,2010-12-02 11:41:00,2011-12-09 08:48:00,371,2.99
21161,Keep Out Boys Door Hanger,131,3.54,4.81,2010-12-02 11:41:00,2011-06-08 12:44:00,188,0.7
21162,Toxic Area  Door Hanger,1416,10.11,22.24,2010-12-06 11:26:00,2011-12-09 08:48:00,367,3.86
21163,Do Not Touch My Stuff Door Hanger,1176,9.88,15.08,2010-12-02 11:41:00,2011-10-28 12:34:00,330,3.56
21164,Home Sweet Home Metal Sign,1714,6.86,13.57,2010-12-03 12:43:00,2011-12-08 14:39:00,370,4.63
21165,Beware Of The Cat Metal Sign,4027,10.97,20.55,2010-12-03 14:04:00,2011-12-06 12:38:00,367,10.97
21166,Cook With Wine Metal Sign,10209,16.65,37.0,2010-12-01 09:41:00,2011-12-08 15:31:00,372,27.44
21167,White Sage Incense,1260,50.4,29.95,2010-12-05 16:41:00,2011-12-08 19:24:00,368,3.42
21169,You'Re Confusing Me Metal Sign,4281,12.03,24.72,2010-12-01 09:41:00,2011-12-09 12:00:00,373,11.48
21171,Bathroom Metal Sign,424,7.07,17.27,2010-12-07 14:57:00,2011-08-01 17:37:00,237,1.79
21172,Party Metal Sign,3335,8.71,14.12,2010-12-02 08:52:00,2011-12-08 13:50:00,371,8.99
21174,Pottering In The Shed Metal Sign,3926,10.33,21.45,2010-12-02 15:55:00,2011-12-08 12:07:00,370,10.61
21175,Gin + Tonic Diet Metal Sign,11993,17.11,108.19,2010-12-01 09:41:00,2011-12-09 08:48:00,372,32.24
21179,No Junk Mail Metal Sign,1785,10.26,14.66,2010-12-01 13:21:00,2011-09-12 16:23:00,285,6.26
21181,Please One Person Metal Sign,11963,16.78,32.56,2010-12-01 15:08:00,2011-12-09 08:48:00,372,32.16
21187,White Bell Honeycomb Paper Garland,330,9.43,10.97,2010-12-05 13:00:00,2011-07-27 15:09:00,234,1.41
21188,3D Hearts  Honeycomb Paper Garland,294,8.65,8.95,2010-12-14 12:58:00,2011-08-03 10:56:00,231,1.27
21189,White Honeycomb Paper Garland,165,5.69,4.33,2010-12-10 11:12:00,2011-12-08 11:38:00,363,0.45
21190,Pink Hearts Paper Garland,168,24.0,42.0,2010-12-01 12:31:00,2011-11-25 12:20:00,358,0.47
21191,Large White Honeycomb Paper Bell,394,8.95,11.04,2010-12-01 15:35:00,2011-12-06 11:33:00,369,1.07
21192,White Bell Honeycomb Paper,925,21.51,48.51,2010-12-01 12:49:00,2011-11-27 13:26:00,361,2.56
21194,Pink  Honeycomb Paper Fan,437,10.16,10.31,2010-12-15 15:00:00,2011-12-09 11:34:00,358,1.22
21195,Pink  Honeycomb Paper Ball,417,17.38,18.72,2010-12-05 11:57:00,2011-05-17 15:42:00,163,2.56
21196,Round White Confetti In Tube,89,8.9,7.53,2010-12-15 16:32:00,2011-12-07 11:42:00,356,0.25
21197,Multicolour  Confetti In Tube,243,18.69,17.14,2010-12-01 12:49:00,2011-12-02 10:22:00,365,0.67
21198,White Heart Confetti In Tube,964,18.9,17.64,2010-12-20 10:48:00,2011-12-07 11:42:00,352,2.74
21199,Pink  Heart Confetti In Tube,864,17.63,20.6,2010-12-15 16:32:00,2011-12-02 10:22:00,351,2.46
21200,Multicolour Honeycomb Paper Garland,1010,25.9,41.63,2010-12-14 13:10:00,2011-11-27 13:26:00,348,2.9
21201,Tropical  Honeycomb Paper Garland,1175,15.67,30.26,2010-12-08 12:41:00,2011-12-05 09:15:00,361,3.25
21202,Dolly Honeycomb Garland,449,21.38,42.05,2010-12-05 16:24:00,2011-11-17 11:02:00,346,1.3
21204,Daisies  Honeycomb Garland,419,8.22,5.99,2011-01-05 15:57:00,2011-12-07 12:41:00,335,1.25
21205,Multicolour 3D Balls Garland,209,4.1,3.55,2010-12-08 12:46:00,2011-12-02 14:30:00,359,0.58
21206,Strawberry Honeycomb  Garland,1220,15.84,26.4,2010-12-02 12:50:00,2011-11-23 13:34:00,356,3.43
21207,Skull And Crossbones  Garland,982,11.42,13.7,2010-12-02 12:47:00,2011-12-02 10:22:00,364,2.7
21208,Pastel Colour Honeycomb Fan,878,15.14,15.72,2011-01-11 13:31:00,2011-12-09 11:34:00,331,2.65
21209,Multicolour Honeycomb Fan,1142,20.04,25.75,2010-12-05 12:42:00,2011-12-09 10:51:00,368,3.1
21210,Set Of 72 Retrospot Paper  Doilies,5680,15.43,29.86,2010-12-01 11:41:00,2011-12-08 15:54:00,372,15.27
21211,Set Of 72 Skull Paper  Doilies,816,12.0,28.52,2010-12-02 13:14:00,2011-11-28 13:26:00,361,2.26
21212,Pack Of 72 Retrospot Cake Cases,33693,31.55,90.42,2010-12-01 09:37:00,2011-12-08 15:31:00,372,90.57
21213,Pack Of 72 Skull Cake Cases,14309,28.0,72.76,2010-12-01 11:29:00,2011-12-07 16:47:00,371,38.57
21215,Ivory Paper Cup Cake Cases,868,13.15,18.24,2010-12-02 10:27:00,2011-12-05 14:40:00,368,2.36
21216,"Set 3 Retrospot Tea,Coffee,Sugar",1841,7.36,13.31,2010-12-02 11:41:00,2011-12-09 08:48:00,371,4.96
21217,Red Retrospot Round Cake Tins,975,3.78,9.16,2010-12-02 11:02:00,2011-12-09 12:49:00,372,2.62
21218,Red Spotty Biscuit Tin,2058,9.99,18.53,2010-12-02 12:33:00,2011-12-08 15:31:00,371,5.55
21219,Set/4 Badges Balloon Girl,323,7.51,4.87,2010-12-06 12:23:00,2011-12-07 12:41:00,366,0.88
21220,Set/4 Badges Dogs,239,5.69,4.18,2011-01-07 14:31:00,2011-12-09 11:34:00,335,0.71
21221,Set/4 Badges Cute Creatures,201,8.38,5.02,2010-12-01 17:35:00,2011-12-07 12:41:00,370,0.54
21222,Set/4 Badges Beetles,198,5.21,4.79,2011-01-07 14:31:00,2011-12-09 11:34:00,335,0.59
21224,Set/4 Skull Badges,734,8.84,6.0,2010-12-03 17:20:00,2011-12-09 11:34:00,370,1.98
21226,Pocket Mirror Woodland,9,1.8,1.79,2010-12-06 12:23:00,2011-11-25 11:12:00,353,0.03
21228,"Pocket Mirror ""Glamorous""",5,2.5,2.12,2011-02-08 10:32:00,2011-03-09 13:56:00,29,0.17
21231,Sweetheart Ceramic Trinket Box,5757,14.91,20.41,2010-12-01 15:08:00,2011-12-08 15:31:00,372,15.48
21232,Strawberry Ceramic Trinket Box,10366,17.48,33.37,2010-12-01 10:52:00,2011-12-08 15:31:00,372,27.87
21238,Red Retrospot Cup,3519,12.57,19.01,2010-12-01 16:57:00,2011-12-06 12:56:00,369,9.54
21239,Pink  Polkadot Cup,2574,12.62,20.18,2010-12-02 12:47:00,2011-12-06 10:00:00,368,6.99
21240,Blue Polkadot Cup,3156,14.41,30.54,2010-12-02 17:17:00,2011-12-06 10:00:00,368,8.58
21242,Red Retrospot Plate,3074,13.66,22.15,2010-12-01 11:49:00,2011-12-07 10:12:00,370,8.31
21243,Pink  Polkadot Plate,2113,14.18,23.12,2010-12-01 11:49:00,2011-12-06 10:00:00,369,5.73
21244,Blue Polkadot Plate,2131,14.4,23.21,2010-12-01 11:49:00,2011-10-20 10:41:00,322,6.62
21245,Green Polkadot Plate,1014,9.84,17.98,2010-12-01 11:49:00,2011-12-07 10:12:00,370,2.74
21246,Red Retrospot Big Bowl,175,4.49,4.34,2010-12-08 12:45:00,2011-08-25 19:45:00,260,0.67
21248,Door Hanger  Mum + Dads Room,187,3.6,3.81,2010-12-12 16:05:00,2011-12-09 08:48:00,361,0.52
21249,Woodland  Height Chart Stickers,672,8.51,10.73,2010-12-02 12:28:00,2011-12-06 09:56:00,368,1.83
21250,Set Of Skull Wall Stickers,92,5.41,8.43,2010-12-03 12:24:00,2011-11-17 19:22:00,349,0.26
21251,Dinosaur Height Chart Sticker Set,165,4.71,3.05,2010-12-19 15:07:00,2011-11-25 13:28:00,340,0.49
21253,Set Of Picture Frame  Stickers,66,3.88,3.72,2010-12-06 12:21:00,2011-12-08 20:01:00,367,0.18
21257,Victorian Sewing Box Medium,489,3.18,8.33,2010-12-01 12:22:00,2011-12-09 12:09:00,372,1.31
21258,Victorian Sewing Box Large,425,4.01,5.79,2010-12-01 09:09:00,2011-12-09 12:09:00,373,1.14
21259,Victorian Sewing Box Small,1128,4.72,13.68,2010-12-01 12:22:00,2011-12-08 11:36:00,371,3.04
21260,First Aid Tin,1129,7.53,16.44,2010-12-01 12:23:00,2011-12-08 13:50:00,372,3.03
21261,Green Goose Feather Christmas Tree,167,6.19,8.39,2010-12-10 11:51:00,2011-12-06 12:21:00,361,0.46
21262,White Goose Feather Christmas Tree,268,5.15,4.26,2010-12-06 15:00:00,2011-12-08 12:07:00,366,0.73
21263,Green Goose Feather Tree 60Cm,165,4.23,4.18,2011-05-10 10:11:00,2011-12-06 17:26:00,210,0.79
21264,White Goose Feather Tree 60Cm,256,5.95,5.45,2011-05-10 10:11:00,2011-12-06 12:56:00,210,1.22
21265,Pink Goose Feather Tree 60Cm,128,8.0,6.41,2011-05-10 10:11:00,2011-12-07 15:52:00,211,0.61
21268,Vintage Blue Tinsel Reel,2,2.0,,2010-12-02 15:46:00,2010-12-02 15:46:00,0,inf
21269,Antique Cream Cutlery Shelf,28,1.56,0.78,2011-01-05 15:56:00,2011-11-22 14:43:00,320,0.09
21270,Antique Cream Cutlery Cupboard,14,1.08,0.28,2011-03-28 07:53:00,2011-12-05 12:03:00,252,0.06
21272,Salle De Bain Hook,503,7.62,17.75,2010-12-02 09:43:00,2011-08-01 17:37:00,242,2.08
